REGION,COUNTRY,SECTOR,SUBSECTOR,YEAR,QUARTER,"Dividend, USD"
Canada,Canada,Financial,Insurance,2022,22Q4,1455821614.03568
Canada,Canada,Financial,Insurance,2023,23Q1,1781517724.57705
Canada,Canada,Financial,Insurance,2023,23Q2,1591833775.18735
Canada,Canada,Financial,Insurance,2023,23Q3,1568025073.77291
Canada,Canada,Financial,Insurance,2023,23q4,1586827537.77957
Canada,Canada,Financial,Insurance,2024,24q1,2009323930.52261
Canada,Canada,Financial,Insurance,2024,24q2,1647434749.80948
Canada,Canada,Financial,Insurance,2024,24q3,1656013209.48969
Canada,Canada,Financial,Insurance,2024,24q4,1572482024.24739
Canada,Canada,Financial,Insurance,2025,25Q1,1995906293.65497
Canada,Canada,Financial,Insurance,2025,25q2,1762733051.03226
Canada,Canada,Industrial,Machinery,2011,11Q2,10144822.9437279
Canada,Canada,Industrial,Machinery,2011,11Q3,10206359.4840626
Canada,Canada,Industrial,Machinery,2011,11Q4,9648333.28960616
Canada,Canada,Industrial,Machinery,2012,12Q1,11941853.25546
Canada,Canada,Industrial,Machinery,2012,12Q2,19226891.3543999
Canada,Canada,Industrial,Machinery,2012,12Q3,18970161.8666855
Canada,Canada,Industrial,Machinery,2012,12Q4,26403197.7216636
Canada,Canada,Industrial,Machinery,2013,13Q1,26454398.321173
Canada,Canada,Industrial,Machinery,2013,13Q2,26296439.7341989
Canada,Canada,Industrial,Machinery,2013,13Q3,25967826.5143016
Canada,Canada,Industrial,Machinery,2013,13Q4,26261812.0071106
Canada,Canada,Industrial,Machinery,2014,14Q1,24984351.1843407
Canada,Canada,Industrial,Machinery,2014,14Q2,25846155.163317
Canada,Canada,Industrial,Machinery,2014,14Q3,29524248.316113
Canada,Canada,Industrial,Machinery,2014,14Q4,28192967.3992191
Canada,Canada,Industrial,Machinery,2015,15Q1,35161665.2628505
Canada,Canada,Industrial,Machinery,2015,15Q2,34985043.8868954
Canada,Canada,Industrial,Machinery,2015,15Q3,33701853.3414588
Canada,Canada,Industrial,Machinery,2015,15Q4,36293800.3112871
Canada,Canada,Industrial,Machinery,2016,16Q1,32601568.8583587
Canada,Canada,Industrial,Machinery,2016,16Q2,37276587.5165877
Canada,Canada,Industrial,Machinery,2016,16Q3,38986990.7684239
Canada,Canada,Industrial,Machinery,2016,16Q4,38439731.0734293
Canada,Canada,Industrial,Machinery,2017,17Q1,38729333.513172
Canada,Canada,Industrial,Machinery,2017,17Q2,39551537.0388537
Canada,Canada,Industrial,Machinery,2017,17Q3,41438133.4270874
Canada,Canada,Industrial,Machinery,2017,17Q4,42281534.4402067
Canada,Canada,Industrial,Machinery,2018,18Q1,42537801.5657641
Canada,Canada,Industrial,Machinery,2018,18Q2,43228853.902676
Canada,Canada,Industrial,Machinery,2018,18Q3,41469667.7146535
Canada,Canada,Industrial,Machinery,2018,18Q4,42074182.5775811
Canada,Canada,Industrial,Machinery,2019,19Q1,41298533.6674782
Canada,Canada,Industrial,Machinery,2019,19Q2,41514093.6941073
Canada,Canada,Industrial,Machinery,2019,19q3,42612710.6918633
Canada,Canada,Industrial,Machinery,2019,19Q4,42164279.3136049
Canada,Canada,Industrial,Machinery,2020,20Q1,42810625.7920683
Canada,Canada,Industrial,Machinery,2020,20Q2,40517496.7612657
Canada,Canada,Industrial,Machinery,2020,20Q3,44019621.625244
Canada,Canada,Industrial,Machinery,2020,20Q4,45170930.5804127
Canada,Canada,Industrial,Machinery,2021,21Q1,46856167.2758477
Canada,Canada,Industrial,Machinery,2021,21q2,48690112.4359704
Canada,Canada,Industrial,Machinery,2021,21q3,49741295.0545368
Canada,Canada,Industrial,Machinery,2021,21Q4,50475316.2299269
Canada,Canada,Industrial,Machinery,2022,22q1,49831297.5404161
Canada,Canada,Industrial,Machinery,2022,22Q2,50932239.0675945
Canada,Canada,Industrial,Machinery,2022,22Q3,49336784.2964839
Canada,Canada,Industrial,Machinery,2022,22Q4,48109462.4803058
Canada,Canada,Industrial,Machinery,2023,23Q1,49740379.3445954
Canada,Canada,Industrial,Machinery,2023,23Q2,51086584.1413478
Canada,Canada,Industrial,Machinery,2023,23Q3,51910579.9541326
Canada,Canada,Industrial,Machinery,2023,23q4,50086628.9039857
Canada,Canada,Industrial,Machinery,2024,24q1,51293389.2903424
Canada,Canada,Industrial,Machinery,2024,24q2,51345020.8549316
Canada,Canada,Industrial,Machinery,2024,24q3,51775203.271775
Canada,Canada,Industrial,Machinery,2024,24q4,51248891.7746606
Canada,Canada,Industrial,Machinery,2025,25Q1,50816946.4645471
Canada,Canada,Industrial,Machinery,2025,25q2,53639052.3595818
Canada,Canada,Industrial,Support Services,2010,10Q1,251251228.68
Canada,Canada,Industrial,Support Services,2010,10Q2,251498251.97
Canada,Canada,Industrial,Support Services,2010,10Q3,252202906.16
Canada,Canada,Industrial,Support Services,2010,10Q4,252374950.91
Canada,Canada,Industrial,Support Services,2011,11Q1,269445876.525
Canada,Canada,Industrial,Support Services,2011,11Q2,270161244.125
Canada,Canada,Industrial,Support Services,2011,11Q3,271271529.9825
Canada,Canada,Industrial,Support Services,2011,11Q4,268436011.6075
Canada,Canada,Industrial,Support Services,2012,12Q1,276886105.6975
Canada,Canada,Industrial,Support Services,2012,12Q2,277207365.94
Canada,Canada,Industrial,Support Services,2012,12Q3,276884417.8375
Canada,Canada,Industrial,Support Services,2012,12Q4,277347279.585
Canada,Canada,Industrial,Support Services,2013,13Q1,281801278.1975
Canada,Canada,Industrial,Support Services,2013,13Q2,282468860.8725
Canada,Canada,Industrial,Support Services,2013,13Q3,283519939.365
Canada,Canada,Industrial,Support Services,2013,13Q4,282730224.075
Canada,Canada,Industrial,Support Services,2014,14Q1,284564544.56
Canada,Canada,Industrial,Support Services,2014,14Q2,281613747.12
Canada,Canada,Industrial,Support Services,2014,14Q3,280446525.65
Canada,Canada,Industrial,Support Services,2014,14Q4,279824332.25
Canada,Canada,Industrial,Support Services,2015,15Q1,281741742.59
Canada,Canada,Industrial,Support Services,2015,15Q2,279178344.855
Canada,Canada,Industrial,Support Services,2015,15Q3,279807136.86
Canada,Canada,Industrial,Support Services,2015,15Q4,274454685.72
Canada,Canada,Industrial,Support Services,2016,16Q1,277114328.96
Canada,Canada,Industrial,Support Services,2016,16Q2,273557541.6
Canada,Canada,Industrial,Support Services,2016,16Q3,272656533.71
Canada,Canada,Industrial,Support Services,2016,16Q4,268561922.04
Canada,Canada,Industrial,Support Services,2017,17Q1,269127679.015
Canada,Canada,Industrial,Support Services,2017,17Q2,267345627.26
Canada,Canada,Industrial,Support Services,2017,17Q3,265531044.605
Canada,Canada,Industrial,Support Services,2017,17Q4,264189929.24
Canada,Canada,Industrial,Support Services,2018,18Q1,262945082.09
Canada,Canada,Industrial,Support Services,2018,18Q2,263646418.035
Canada,Canada,Industrial,Support Services,2018,18Q3,261830944.365
Canada,Canada,Industrial,Support Services,2018,18Q4,216436859.21
Canada,Canada,Industrial,Support Services,2019,19Q1,200105383.5
Canada,Canada,Industrial,Support Services,2019,19Q2,199726303.5
Canada,Canada,Industrial,Support Services,2019,19q3,201983950.76
Canada,Canada,Industrial,Support Services,2019,19Q4,201594829.8
Canada,Canada,Industrial,Support Services,2020,20Q1,210902185.68
Canada,Canada,Industrial,Support Services,2020,20Q2,213135480.51
Canada,Canada,Industrial,Support Services,2020,20Q3,215637310.07
Canada,Canada,Industrial,Support Services,2020,20Q4,216058916.26
Canada,Canada,Industrial,Support Services,2021,21Q1,227894194.92
Canada,Canada,Industrial,Support Services,2021,21q2,228425720.712
Canada,Canada,Industrial,Support Services,2021,21q3,231860844.345
Canada,Canada,Industrial,Support Services,2021,21Q4,228448524.663
Canada,Canada,Industrial,Support Services,2022,22q1,247592441.748
Canada,Canada,Industrial,Support Services,2022,22Q2,248344525.441
Canada,Canada,Industrial,Support Services,2022,22Q3,249737489.073
Canada,Canada,Industrial,Support Services,2022,22Q4,247915552.992
Canada,Canada,Industrial,Support Services,2023,23Q1,387345455.184
Canada,Canada,Industrial,Support Services,2023,23Q2,284271957.637
Canada,Canada,Industrial,Support Services,2023,23Q3,276337180.42
Canada,Canada,Industrial,Support Services,2023,23q4,277076715.137
Canada,Canada,Industrial,Support Services,2024,24q1,298556073.562
Canada,Canada,Industrial,Support Services,2024,24q2,298123908.926
Canada,Canada,Industrial,Support Services,2024,24q3,301384638.484
Canada,Canada,Industrial,Support Services,2024,24q4,301775632.724
Canada,Canada,Industrial,Support Services,2025,25Q1,326670673.725
Canada,Canada,Industrial,Support Services,2025,25q2,327616464.127
Canada,Canada,Industrial,Transport,2010,10Q1,164610071.721426
Canada,Canada,Industrial,Transport,2010,10Q2,160680551.070207
Canada,Canada,Industrial,Transport,2010,10Q3,166767456.469653
Canada,Canada,Industrial,Transport,2010,10Q4,170444134.035199
Canada,Canada,Industrial,Transport,2011,11Q1,199322180.263532
Canada,Canada,Industrial,Transport,2011,11Q2,201383554.215891
Canada,Canada,Industrial,Transport,2011,11Q3,194263860.517369
Canada,Canada,Industrial,Transport,2011,11Q4,192850774.884984
Canada,Canada,Industrial,Transport,2012,12Q1,215982112.889589
Canada,Canada,Industrial,Transport,2012,12Q2,212218258.845422
Canada,Canada,Industrial,Transport,2012,12Q3,225486409.238352
Canada,Canada,Industrial,Transport,2012,12Q4,222985203.099202
Canada,Canada,Industrial,Transport,2013,13Q1,241437715.568252
Canada,Canada,Industrial,Transport,2013,13Q2,232497782.340577
Canada,Canada,Industrial,Transport,2013,13Q3,235015213.098672
Canada,Canada,Industrial,Transport,2013,13Q4,227167506.665206
Canada,Canada,Industrial,Transport,2014,14Q1,242741114.703645
Canada,Canada,Industrial,Transport,2014,14Q2,248473957.382592
Canada,Canada,Industrial,Transport,2014,14Q3,239464287.592864
Canada,Canada,Industrial,Transport,2014,14Q4,229327801.957998
Canada,Canada,Industrial,Transport,2015,15Q1,247007785.791845
Canada,Canada,Industrial,Transport,2015,15Q2,247950821.899769
Canada,Canada,Industrial,Transport,2015,15Q3,229939431.351403
Canada,Canada,Industrial,Transport,2015,15Q4,219684683.457135
Canada,Canada,Industrial,Transport,2016,16Q1,265571681.416704
Canada,Canada,Industrial,Transport,2016,16Q2,267367236.580232
Canada,Canada,Industrial,Transport,2016,16Q3,278281901.783905
Canada,Canada,Industrial,Transport,2016,16Q4,269510188.071097
Canada,Canada,Industrial,Transport,2017,17Q1,291627252.048626
Canada,Canada,Industrial,Transport,2017,17Q2,294853755.167345
Canada,Canada,Industrial,Transport,2017,17Q3,314163021.610534
Canada,Canada,Industrial,Transport,2017,17Q4,309681733.369632
Canada,Canada,Industrial,Transport,2018,18Q1,328332674.833598
Canada,Canada,Industrial,Transport,2018,18Q2,318298393.265203
Canada,Canada,Industrial,Transport,2018,18Q3,329712892.310015
Canada,Canada,Industrial,Transport,2018,18Q4,313588066.457644
Canada,Canada,Industrial,Transport,2019,19Q1,361505630.979546
Canada,Canada,Industrial,Transport,2019,19Q2,365080016.721975
Canada,Canada,Industrial,Transport,2019,19q3,380708809.414436
Canada,Canada,Industrial,Transport,2019,19Q4,383725301.482634
Canada,Canada,Industrial,Transport,2020,20Q1,374834372.082465
Canada,Canada,Industrial,Transport,2020,20Q2,381017636.73261
Canada,Canada,Industrial,Transport,2020,20Q3,390474053.725385
Canada,Canada,Industrial,Transport,2020,20Q4,418131495.418774
Canada,Canada,Industrial,Transport,2021,21Q1,448335096.749729
Canada,Canada,Industrial,Transport,2021,21q2,454312985.881606
Canada,Canada,Industrial,Transport,2021,21q3,443077679.651519
Canada,Canada,Industrial,Transport,2021,21Q4,442447900.531745
Canada,Canada,Industrial,Transport,2022,22q1,547849513.400268
Canada,Canada,Industrial,Transport,2022,22Q2,531440493.324343
Canada,Canada,Industrial,Transport,2022,22Q3,502973353.067177
Canada,Canada,Industrial,Transport,2022,22Q4,493777461.880749
Canada,Canada,Industrial,Transport,2023,23Q1,523717546.013242
Canada,Canada,Industrial,Transport,2023,23Q2,526635963.337738
Canada,Canada,Industrial,Transport,2023,23Q3,518003594.635915
Canada,Canada,Industrial,Transport,2023,23q4,516460710.845747
Canada,Canada,Industrial,Transport,2024,24q1,532486869.822972
Canada,Canada,Industrial,Transport,2024,24q2,521619831.620412
Canada,Canada,Industrial,Transport,2024,24q3,522568211.677358
Canada,Canada,Industrial,Transport,2024,24q4,497443696.201807
Canada,Canada,Industrial,Transport,2025,25Q1,510704904.499165
Canada,Canada,Industrial,Transport,2025,25q2,537030318.837904
Canada,Canada,Media & Telecommunications,Telecoms,2010,10Q1,519459451.35952
Canada,Canada,Media & Telecommunications,Telecoms,2010,10Q2,568603836.136048
Canada,Canada,Media & Telecommunications,Telecoms,2010,10Q3,540785655.909181
Canada,Canada,Media & Telecommunications,Telecoms,2010,10Q4,573533098.091888
Canada,Canada,Media & Telecommunications,Telecoms,2011,11Q1,585878351.174957
Canada,Canada,Media & Telecommunications,Telecoms,2011,11Q2,645265872.850069
Canada,Canada,Media & Telecommunications,Telecoms,2011,11Q3,680111752.205521
Canada,Canada,Media & Telecommunications,Telecoms,2011,11Q4,635860669.381894
Canada,Canada,Media & Telecommunications,Telecoms,2012,12Q1,641201509.186392
Canada,Canada,Media & Telecommunications,Telecoms,2012,12Q2,687948554.503478
Canada,Canada,Media & Telecommunications,Telecoms,2012,12Q3,680053698.338599
Canada,Canada,Media & Telecommunications,Telecoms,2012,12Q4,717860177.19892
Canada,Canada,Media & Telecommunications,Telecoms,2013,13Q1,722359574.835684
Canada,Canada,Media & Telecommunications,Telecoms,2013,13Q2,820300239.218451
Canada,Canada,Media & Telecommunications,Telecoms,2013,13Q3,811294458.463854
Canada,Canada,Media & Telecommunications,Telecoms,2013,13Q4,815129812.183116
Canada,Canada,Media & Telecommunications,Telecoms,2014,14Q1,788560326.342986
Canada,Canada,Media & Telecommunications,Telecoms,2014,14Q2,808052427.921698
Canada,Canada,Media & Telecommunications,Telecoms,2014,14Q3,839153607.896547
Canada,Canada,Media & Telecommunications,Telecoms,2014,14Q4,797212373.436692
Canada,Canada,Media & Telecommunications,Telecoms,2015,15Q1,800950931.681165
Canada,Canada,Media & Telecommunications,Telecoms,2015,15Q2,785533741.063466
Canada,Canada,Media & Telecommunications,Telecoms,2015,15Q3,783377603.619807
Canada,Canada,Media & Telecommunications,Telecoms,2015,15Q4,765287099.952287
Canada,Canada,Media & Telecommunications,Telecoms,2016,16Q1,715958646.27095
Canada,Canada,Media & Telecommunications,Telecoms,2016,16Q2,806228314.399217
Canada,Canada,Media & Telecommunications,Telecoms,2016,16Q3,821325258.564257
Canada,Canada,Media & Telecommunications,Telecoms,2016,16Q4,805682600.390417
Canada,Canada,Media & Telecommunications,Telecoms,2017,17Q1,808302879.741266
Canada,Canada,Media & Telecommunications,Telecoms,2017,17Q2,826923547.420696
Canada,Canada,Media & Telecommunications,Telecoms,2017,17Q3,885120162.828376
Canada,Canada,Media & Telecommunications,Telecoms,2017,17Q4,906086683.976996
Canada,Canada,Media & Telecommunications,Telecoms,2018,18Q1,915247831.545109
Canada,Canada,Media & Telecommunications,Telecoms,2018,18Q2,923234920.105408
Canada,Canada,Media & Telecommunications,Telecoms,2018,18Q3,899173332.176855
Canada,Canada,Media & Telecommunications,Telecoms,2018,18Q4,918074510.81729
Canada,Canada,Media & Telecommunications,Telecoms,2019,19Q1,894952799.896336
Canada,Canada,Media & Telecommunications,Telecoms,2019,19Q2,929077339.081972
Canada,Canada,Media & Telecommunications,Telecoms,2019,19q3,957189216.266534
Canada,Canada,Media & Telecommunications,Telecoms,2019,19Q4,946665286.207661
Canada,Canada,Media & Telecommunications,Telecoms,2020,20Q1,972885420.96642
Canada,Canada,Media & Telecommunications,Telecoms,2020,20Q2,803031396.857809
Canada,Canada,Media & Telecommunications,Telecoms,2020,20Q3,973121966.000686
Canada,Canada,Media & Telecommunications,Telecoms,2020,20Q4,996217178.384481
Canada,Canada,Media & Telecommunications,Telecoms,2021,21Q1,1059769874.9577
Canada,Canada,Media & Telecommunications,Telecoms,2021,21q2,1109354838.29815
Canada,Canada,Media & Telecommunications,Telecoms,2021,21q3,1136388063.25397
Canada,Canada,Media & Telecommunications,Telecoms,2021,21Q4,1136252041.2417
Canada,Canada,Media & Telecommunications,Telecoms,2022,22q1,1140747885.34776
Canada,Canada,Media & Telecommunications,Telecoms,2022,22Q2,1181187898.05403
Canada,Canada,Media & Telecommunications,Telecoms,2022,22Q3,1159865313.10015
Canada,Canada,Media & Telecommunications,Telecoms,2022,22Q4,1092479906.16616
Canada,Canada,Media & Telecommunications,Telecoms,2023,23Q1,1137957113.28024
Canada,Canada,Media & Telecommunications,Telecoms,2023,23Q2,1182299848.92191
Canada,Canada,Media & Telecommunications,Telecoms,2023,23Q3,1225456092.89465
Canada,Canada,Media & Telecommunications,Telecoms,2023,23q4,1185291610.69493
Canada,Canada,Media & Telecommunications,Telecoms,2024,24q1,1227501254.4143
Canada,Canada,Media & Telecommunications,Telecoms,2024,24q2,1225331092.53696
Canada,Canada,Media & Telecommunications,Telecoms,2024,24q3,1242079991.60631
Canada,Canada,Media & Telecommunications,Telecoms,2024,24q4,1245585819.74326
Canada,Canada,Media & Telecommunications,Telecoms,2025,25Q1,1200202587.31802
Canada,Canada,Media & Telecommunications,Telecoms,2025,25q2,1235486434.387
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2010,10Q1,65708934.08
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2010,10Q2,252783460.8307
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2010,10Q3,288832697.858898
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2010,10Q4,130668040.853146
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2011,11Q1,400374822.776477
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2011,11Q2,223838979.142092
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2011,11Q3,450622557.030966
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2011,11Q4,227533462.195
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2012,12Q1,526297354.17236
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2012,12Q2,381319104.125851
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2012,12Q3,647273002.875199
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2012,12Q4,288800516.13
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2013,13Q1,638593771.3465
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2013,13Q2,430130568.876273
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2013,13Q3,446226508.090766
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2013,13Q4,173773717.92
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2014,14Q1,357366666.348017
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2014,14Q2,221075736.114685
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2014,14Q3,413473790.741794
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2014,14Q4,147055886.835
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2015,15Q1,343474496.553337
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2015,15Q2,180833000.786423
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2015,15Q3,186266256.842694
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2015,15Q4,121911869.563651
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2016,16Q1,79951315.945
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2016,16Q2,151338431.545314
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2016,16Q3,111394585.591437
Canada,Canada,Mining & Chemicals,Mining & Chemicals,2016,16Q4,134570325.537188
